txnid,payer_id,payee_id,amount,status,respcd,remi_bank,bene_bank,txntimestamp,date
TXN003216,3910,6101,2441.39,SUCCESS,,BOB,PNB,2025-07-04 02:10:32.665721,2025-07-04
TXN003217,9031,2466,5205.66,SUCCESS,,BOB,AXB,2025-07-14 16:27:12.665721,2025-07-14
TXN003218,7214,6228,7299.5,SUCCESS,,UOB,UOB,2025-07-04 20:18:16.665721,2025-07-04
TXN003219,3556,5650,4053.54,SUCCESS,,PNB,PNB,2025-07-15 15:04:10.665721,2025-07-15
TXN003220,3883,6124,588.11,SUCCESS,,PNB,BOB,2025-07-14 23:08:09.665721,2025-07-14
TXN003221,4066,1342,9741.53,SUCCESS,,SBI,PNB,2025-07-01 06:41:27.665721,2025-07-01
TXN003222,3331,3302,9794.77,SUCCESS,,PNB,AXB,2025-07-10 12:05:49.665721,2025-07-10
TXN003223,7256,8899,619.56,SUCCESS,,BOB,UOB,2025-07-14 00:10:51.665721,2025-07-14
TXN003224,3621,4635,9689.83,FAILED,01,UOB,SBI,2025-07-13 04:02:26.665721,2025-07-13
TXN003225,3929,1520,2561.44,PENDING,,HDF,UOB,2025-07-16 13:35:19.665721,2025-07-16
TXN003226,1200,3348,9880.48,FAILED,05,PNB,UOB,2025-07-11 16:42:18.665721,2025-07-11
TXN003227,6518,4681,9601.37,PENDING,,UOB,UOB,2025-06-30 13:45:50.665721,2025-06-30
TXN003228,3661,9341,4452.14,SUCCESS,,UOB,AXB,2025-07-08 21:43:35.665721,2025-07-08
TXN003229,4540,8892,8151.98,FAILED,05,AXB,BOB,2025-07-01 17:24:10.665721,2025-07-01
TXN003230,6016,9108,2391.51,SUCCESS,,HDF,SBI,2025-07-13 20:32:30.665721,2025-07-13
TXN003231,3202,2812,9919.16,FAILED,12,UOB,SBI,2025-07-13 01:04:46.665721,2025-07-13
TXN003232,3349,2151,3863.76,SUCCESS,,SBI,HDF,2025-07-06 14:08:21.665721,2025-07-06
TXN003233,7349,1788,7242.02,SUCCESS,,HDF,PNB,2025-07-15 08:00:34.665721,2025-07-15
TXN003234,7323,1791,1265.78,SUCCESS,,PNB,SBI,2025-07-11 21:26:58.665721,2025-07-11
TXN003235,7831,5009,988.51,SUCCESS,,AXB,PNB,2025-07-09 13:45:50.665721,2025-07-09
TXN003236,3875,6449,9312.53,SUCCESS,,HDF,UOB,2025-07-08 19:20:31.665721,2025-07-08
TXN003237,6619,7963,1434.46,SUCCESS,,HDF,HDF,2025-07-08 03:07:07.665721,2025-07-08
TXN003238,7309,3476,1227.45,SUCCESS,,SBI,BOB,2025-07-14 14:50:05.665721,2025-07-14
TXN003239,2271,3083,5620.77,FAILED,01,UOB,UOB,2025-07-02 00:03:07.665721,2025-07-02
TXN003240,4403,8757,1836.45,FAILED,12,UOB,AXB,2025-07-01 20:44:17.665721,2025-07-01
TXN003241,1868,9624,6000.71,SUCCESS,,PNB,SBI,2025-07-09 12:04:02.665721,2025-07-09
TXN003242,1127,1530,1917.44,SUCCESS,,PNB,HDF,2025-07-03 15:57:57.665721,2025-07-03
TXN003243,1118,6424,5617.92,FAILED,12,SBI,HDF,2025-07-04 20:11:21.665721,2025-07-04
TXN003244,6207,8155,7467.44,FAILED,12,AXB,UOB,2025-07-04 07:55:09.665721,2025-07-04
TXN003245,4877,7729,3566.61,SUCCESS,,BOB,AXB,2025-07-10 16:08:48.665721,2025-07-10
TXN003246,5245,8764,4409.96,SUCCESS,,SBI,PNB,2025-07-08 05:19:38.665721,2025-07-08
TXN003247,1274,4136,59.89,PENDING,,UOB,UOB,2025-07-01 01:23:41.665721,2025-07-01
TXN003248,8648,7910,151.14,SUCCESS,,UOB,HDF,2025-07-02 05:46:57.665721,2025-07-02
TXN003249,5094,5061,6811.57,SUCCESS,,AXB,HDF,2025-06-30 02:56:46.665721,2025-06-30
TXN003250,9461,8956,4322.25,SUCCESS,,AXB,PNB,2025-07-07 19:36:54.665721,2025-07-07
TXN003251,7444,6746,5675.79,SUCCESS,,UOB,AXB,2025-07-01 14:16:28.665721,2025-07-01
TXN003252,4064,8726,2174.52,SUCCESS,,HDF,HDF,2025-07-17 01:01:10.665721,2025-07-17
TXN003253,8534,7645,7954.81,FAILED,05,AXB,PNB,2025-07-05 05:52:50.665721,2025-07-05
TXN003254,7726,6425,6584.98,SUCCESS,,SBI,SBI,2025-07-15 09:55:50.665721,2025-07-15
TXN003255,9417,5541,4498.81,PENDING,,BOB,SBI,2025-07-02 02:49:08.665721,2025-07-02
TXN003256,5155,3171,4568.38,FAILED,01,HDF,PNB,2025-07-15 20:47:50.665721,2025-07-15
TXN003257,7532,8505,7699.27,SUCCESS,,AXB,UOB,2025-07-13 12:33:13.665721,2025-07-13
TXN003258,6101,9799,6534.03,PENDING,,SBI,UOB,2025-07-13 18:47:16.665721,2025-07-13
TXN003259,9773,1000,992.13,SUCCESS,,HDF,AXB,2025-07-14 20:32:43.665721,2025-07-14
TXN003260,1831,4474,3485.48,SUCCESS,,BOB,HDF,2025-07-04 19:12:06.665721,2025-07-04
TXN003261,3658,1025,4475.95,SUCCESS,,UOB,UOB,2025-07-02 12:50:20.665721,2025-07-02
TXN003262,7603,6333,2182.74,SUCCESS,,BOB,PNB,2025-07-15 08:36:48.665721,2025-07-15
TXN003263,3802,2225,5317.4,SUCCESS,,PNB,AXB,2025-07-08 09:49:52.665721,2025-07-08
TXN003264,6759,5365,605.82,SUCCESS,,UOB,HDF,2025-07-11 10:46:33.665721,2025-07-11
TXN003265,2874,4266,3790.15,SUCCESS,,HDF,HDF,2025-07-12 02:10:01.665721,2025-07-12
TXN003266,1337,9872,9522.4,SUCCESS,,SBI,SBI,2025-07-09 19:21:37.665721,2025-07-09
TXN003267,3848,3354,9989.98,FAILED,51,PNB,HDF,2025-07-10 08:43:45.665721,2025-07-10
TXN003268,5373,5275,870.88,FAILED,05,BOB,PNB,2025-07-13 10:04:20.665721,2025-07-13
TXN003269,7763,2593,9701.1,FAILED,12,HDF,PNB,2025-06-30 09:09:18.665721,2025-06-30
TXN003270,5804,6346,8087.07,PENDING,,PNB,HDF,2025-07-03 01:17:11.665721,2025-07-03
TXN003271,9708,9411,7365.04,SUCCESS,,PNB,SBI,2025-07-10 09:00:37.665721,2025-07-10
TXN003272,5945,1151,1244.57,PENDING,,SBI,UOB,2025-07-03 15:55:47.665721,2025-07-03
TXN003273,1488,5482,167.8,SUCCESS,,AXB,UOB,2025-07-09 16:41:11.665721,2025-07-09
TXN003274,4280,7954,3582.42,SUCCESS,,UOB,BOB,2025-07-12 14:50:41.665721,2025-07-12
TXN003275,6688,9037,2736.22,FAILED,12,SBI,HDF,2025-07-08 00:18:23.665721,2025-07-08
TXN003276,5051,3829,3233.71,SUCCESS,,SBI,HDF,2025-07-04 10:01:17.665721,2025-07-04
TXN003277,1151,8802,9632.18,SUCCESS,,SBI,BOB,2025-07-02 06:32:26.665721,2025-07-02
TXN003278,9358,8537,4918.8,SUCCESS,,BOB,PNB,2025-07-09 06:10:13.665721,2025-07-09
TXN003279,5144,1187,1637.62,SUCCESS,,PNB,PNB,2025-06-30 11:09:21.665721,2025-06-30
TXN003280,8431,7540,6122.39,FAILED,51,PNB,BOB,2025-07-17 00:48:28.665721,2025-07-17
TXN003281,4623,8622,6802.22,FAILED,01,PNB,SBI,2025-07-13 09:22:01.665721,2025-07-13
TXN003282,5728,2632,5577.82,SUCCESS,,BOB,PNB,2025-07-02 17:10:51.665721,2025-07-02
TXN003283,2986,2453,8935.96,SUCCESS,,PNB,AXB,2025-07-06 10:45:18.665721,2025-07-06
TXN003284,3851,9674,4280.98,SUCCESS,,BOB,UOB,2025-07-14 07:37:53.665721,2025-07-14
TXN003285,2029,4254,7575.55,SUCCESS,,AXB,SBI,2025-07-13 12:23:39.665721,2025-07-13
TXN003286,7141,1919,2111.52,SUCCESS,,SBI,AXB,2025-07-16 02:31:15.665721,2025-07-16
TXN003287,4492,7122,6417.13,FAILED,12,UOB,HDF,2025-07-15 22:03:16.665721,2025-07-15
TXN003288,7113,3907,4516.69,FAILED,12,AXB,SBI,2025-07-03 13:26:00.665721,2025-07-03
TXN003289,4986,8552,7275.4,SUCCESS,,PNB,HDF,2025-07-08 15:40:27.665721,2025-07-08
TXN003290,8049,8966,2969.18,FAILED,12,AXB,HDF,2025-07-05 07:55:06.665721,2025-07-05
TXN003291,1218,3280,8084.91,SUCCESS,,AXB,SBI,2025-07-12 04:39:00.665721,2025-07-12
TXN003292,8027,4887,9113.16,SUCCESS,,SBI,HDF,2025-07-12 05:59:37.665721,2025-07-12
TXN003293,6977,9535,8353.47,SUCCESS,,SBI,SBI,2025-07-11 23:20:57.665721,2025-07-11
TXN003294,3453,1967,2543.9,PENDING,,UOB,BOB,2025-07-07 04:34:39.665721,2025-07-07
TXN003295,9038,1683,6737.37,FAILED,01,SBI,BOB,2025-07-04 01:34:01.665721,2025-07-04
TXN003296,7460,4350,3453.44,SUCCESS,,UOB,UOB,2025-07-11 01:38:04.665721,2025-07-11
TXN003297,1892,3862,5643.53,SUCCESS,,HDF,UOB,2025-07-14 11:05:27.665721,2025-07-14
TXN003298,4391,3753,8152.44,SUCCESS,,BOB,UOB,2025-07-05 05:04:11.665721,2025-07-05
TXN003299,3050,3067,4461.38,SUCCESS,,SBI,PNB,2025-07-13 23:14:45.665721,2025-07-13
TXN003300,8217,7832,3107.72,FAILED,05,BOB,AXB,2025-07-16 06:47:29.665721,2025-07-16
TXN003301,2310,1937,506.59,PENDING,,HDF,SBI,2025-07-12 14:22:17.665721,2025-07-12
TXN003302,6359,3203,9471.64,SUCCESS,,SBI,SBI,2025-07-08 00:02:54.665721,2025-07-08
TXN003303,1698,1597,4181.05,SUCCESS,,SBI,AXB,2025-07-06 09:57:15.665721,2025-07-06
TXN003304,6928,8214,4553.99,FAILED,01,AXB,UOB,2025-07-08 13:54:23.665721,2025-07-08
TXN003305,4963,5979,237.07,FAILED,12,BOB,UOB,2025-07-14 03:39:52.665721,2025-07-14
TXN003306,9065,9708,4603.7,PENDING,,UOB,SBI,2025-07-01 16:56:46.665721,2025-07-01
TXN003307,9654,4731,9722.01,PENDING,,PNB,BOB,2025-07-14 12:29:25.665721,2025-07-14
TXN003308,6805,6183,8141.9,SUCCESS,,SBI,AXB,2025-07-15 16:43:03.665721,2025-07-15
TXN003309,9529,2093,421.88,SUCCESS,,BOB,HDF,2025-07-16 15:51:29.665721,2025-07-16
TXN003310,5850,9460,5075.91,SUCCESS,,UOB,AXB,2025-07-12 07:40:27.665721,2025-07-12
TXN003311,7077,5493,9186.04,FAILED,05,SBI,HDF,2025-07-16 07:40:25.665721,2025-07-16
TXN003312,9325,2991,8548.57,PENDING,,UOB,UOB,2025-07-10 20:29:13.665721,2025-07-10
TXN003313,2970,5281,1452.52,SUCCESS,,BOB,HDF,2025-07-09 09:58:43.665721,2025-07-09
TXN003314,1602,8271,374.63,SUCCESS,,HDF,PNB,2025-07-14 05:07:46.665721,2025-07-14
TXN003315,6801,1174,6364.33,SUCCESS,,HDF,AXB,2025-07-15 11:20:07.665721,2025-07-15
TXN003316,2949,1145,1634.72,PENDING,,BOB,SBI,2025-07-06 15:05:28.665721,2025-07-06
TXN003317,5871,8817,3308.04,SUCCESS,,SBI,AXB,2025-07-01 05:39:17.665721,2025-07-01
TXN003318,3004,5279,534.31,SUCCESS,,AXB,PNB,2025-07-10 07:03:44.665721,2025-07-10
TXN003319,7020,8721,2474.47,SUCCESS,,PNB,PNB,2025-07-13 12:48:26.665721,2025-07-13
TXN003320,3631,5226,9627.47,PENDING,,AXB,AXB,2025-07-15 14:55:55.665721,2025-07-15
TXN003321,5817,9238,7525.96,SUCCESS,,PNB,UOB,2025-07-09 18:56:39.665721,2025-07-09
TXN003322,8965,2594,2880.33,SUCCESS,,UOB,UOB,2025-07-08 07:37:34.665721,2025-07-08
TXN003323,8775,7240,8661.46,SUCCESS,,PNB,SBI,2025-06-30 19:54:41.665721,2025-06-30
TXN003324,1067,9273,2620.2,SUCCESS,,BOB,BOB,2025-07-12 10:35:58.665721,2025-07-12
TXN003325,9220,1390,2749.47,PENDING,,HDF,AXB,2025-07-02 19:56:03.665721,2025-07-02
TXN003326,6377,1826,7236.94,FAILED,51,SBI,SBI,2025-07-05 12:44:24.665721,2025-07-05
TXN003327,5215,9388,8833.51,FAILED,51,PNB,SBI,2025-07-11 23:48:12.665721,2025-07-11
TXN003328,9451,9790,4273.19,SUCCESS,,AXB,AXB,2025-07-02 23:26:25.665721,2025-07-02
TXN003329,4107,3076,9546.04,PENDING,,PNB,SBI,2025-07-02 14:55:30.665721,2025-07-02
TXN003330,7782,5477,7277.85,SUCCESS,,HDF,BOB,2025-07-09 23:56:27.665721,2025-07-09
TXN003331,1584,3537,330.36,SUCCESS,,HDF,UOB,2025-07-15 11:53:57.665721,2025-07-15
TXN003332,6950,3788,3746.03,SUCCESS,,HDF,PNB,2025-07-13 00:42:37.665721,2025-07-13
TXN003333,3079,3888,1023.2,SUCCESS,,BOB,SBI,2025-06-30 06:31:53.665721,2025-06-30
TXN003334,3689,9238,3440.57,SUCCESS,,AXB,HDF,2025-07-11 15:52:00.665721,2025-07-11
TXN003335,7237,9896,3611.38,FAILED,05,UOB,BOB,2025-07-15 10:10:00.665721,2025-07-15
TXN003336,7725,1511,5663.39,FAILED,01,PNB,HDF,2025-07-15 14:45:37.665721,2025-07-15
TXN003337,3618,2960,6296.44,FAILED,51,AXB,PNB,2025-07-15 20:51:50.665721,2025-07-15
TXN003338,4343,5024,3125.77,SUCCESS,,HDF,PNB,2025-07-02 03:07:48.665721,2025-07-02
TXN003339,7113,2493,5009.45,SUCCESS,,AXB,AXB,2025-07-14 23:16:48.665721,2025-07-14
TXN003340,9896,6011,7108.84,SUCCESS,,BOB,PNB,2025-07-12 19:20:10.665721,2025-07-12
TXN003341,1087,9853,4632.19,SUCCESS,,SBI,AXB,2025-07-05 12:00:09.665721,2025-07-05
TXN003342,7748,1526,6813.76,PENDING,,AXB,PNB,2025-07-11 00:43:31.665721,2025-07-11
TXN003343,2295,4391,3307.22,SUCCESS,,AXB,SBI,2025-07-14 11:03:23.665721,2025-07-14
TXN003344,5627,6248,6180.08,FAILED,05,AXB,AXB,2025-07-01 21:37:05.665721,2025-07-01
TXN003345,2956,1110,5899.4,FAILED,12,BOB,AXB,2025-07-04 18:08:45.665721,2025-07-04
TXN003346,8651,3127,9730.56,FAILED,51,HDF,PNB,2025-07-10 06:00:58.665721,2025-07-10
TXN003347,7367,1690,9813.59,SUCCESS,,UOB,AXB,2025-07-02 14:50:01.665721,2025-07-02
TXN003348,4609,4410,1334.62,SUCCESS,,UOB,SBI,2025-07-12 10:23:57.665721,2025-07-12
TXN003349,9798,8635,2445.2,FAILED,51,SBI,UOB,2025-07-05 02:59:53.665721,2025-07-05
TXN003350,2177,5078,1447.79,SUCCESS,,PNB,SBI,2025-07-08 08:15:20.665721,2025-07-08
TXN003351,5676,5176,8397.16,SUCCESS,,AXB,UOB,2025-07-10 13:33:50.665721,2025-07-10
TXN003352,2425,7219,5298.07,FAILED,51,BOB,AXB,2025-07-08 11:15:23.665721,2025-07-08
TXN003353,8191,8625,9267.02,SUCCESS,,PNB,BOB,2025-07-07 18:46:13.665721,2025-07-07
TXN003354,9213,5537,3598.36,SUCCESS,,SBI,SBI,2025-07-08 15:27:36.665721,2025-07-08
TXN003355,4152,6527,3364.01,FAILED,12,BOB,AXB,2025-07-07 10:31:25.665721,2025-07-07
TXN003356,1992,1510,6509.05,SUCCESS,,AXB,PNB,2025-07-09 21:43:19.665721,2025-07-09
TXN003357,3364,3195,2236.6,SUCCESS,,UOB,UOB,2025-07-03 12:31:14.665721,2025-07-03
TXN003358,3936,4139,8122.6,SUCCESS,,UOB,AXB,2025-07-03 22:28:47.665721,2025-07-03
TXN003359,6112,9732,3738.96,SUCCESS,,SBI,BOB,2025-07-08 18:04:48.665721,2025-07-08
TXN003360,1950,4763,3038.11,SUCCESS,,UOB,HDF,2025-07-13 06:03:07.665721,2025-07-13
TXN003361,3859,6456,5407.6,FAILED,01,UOB,SBI,2025-07-13 05:35:42.665721,2025-07-13
TXN003362,8532,8680,1820.46,SUCCESS,,SBI,SBI,2025-07-15 06:05:56.665721,2025-07-15
TXN003363,5735,2272,9077.13,PENDING,,PNB,SBI,2025-07-11 02:49:23.665721,2025-07-11
TXN003364,1974,8410,3853.55,SUCCESS,,HDF,UOB,2025-07-05 02:15:53.665721,2025-07-05
TXN003365,2836,5998,8364.06,FAILED,12,AXB,UOB,2025-07-01 17:49:21.665721,2025-07-01
TXN003366,4172,5068,9414.2,SUCCESS,,UOB,UOB,2025-07-05 10:24:21.665721,2025-07-05
TXN003367,1254,9027,7834.34,SUCCESS,,AXB,UOB,2025-07-11 03:43:49.665721,2025-07-11
TXN003368,7847,9453,7327.25,SUCCESS,,PNB,PNB,2025-07-09 19:09:43.665721,2025-07-09
TXN003369,9566,5307,3198.4,SUCCESS,,AXB,UOB,2025-07-06 14:49:28.665721,2025-07-06
TXN003370,6174,9164,6133.44,SUCCESS,,AXB,AXB,2025-07-01 15:29:00.665721,2025-07-01
TXN003371,8746,3530,3947.74,PENDING,,BOB,HDF,2025-07-05 18:11:36.665721,2025-07-05
TXN003372,1385,4068,3957.93,SUCCESS,,HDF,PNB,2025-06-30 13:44:20.665721,2025-06-30
TXN003373,6897,9123,9118.37,SUCCESS,,HDF,UOB,2025-07-01 23:27:51.665721,2025-07-01
TXN003374,8270,5772,6013.96,SUCCESS,,PNB,BOB,2025-07-07 20:07:04.665721,2025-07-07
TXN003375,5348,6480,9143.42,FAILED,05,SBI,HDF,2025-07-16 18:20:49.665721,2025-07-16
TXN003376,2056,1253,8295.77,FAILED,01,BOB,BOB,2025-07-03 10:30:47.665721,2025-07-03
TXN003377,9148,4598,8740.56,SUCCESS,,PNB,BOB,2025-07-10 19:35:16.665721,2025-07-10
TXN003378,3513,7530,7381.39,FAILED,12,BOB,PNB,2025-07-13 04:43:00.665721,2025-07-13
TXN003379,5296,8056,6272.61,SUCCESS,,HDF,UOB,2025-07-15 03:44:55.665721,2025-07-15
TXN003380,1347,8056,3954.61,FAILED,01,PNB,UOB,2025-07-09 08:26:59.665721,2025-07-09
TXN003381,2726,3320,9067.31,SUCCESS,,AXB,PNB,2025-07-09 12:52:13.665721,2025-07-09
TXN003382,1598,8785,2883.05,FAILED,12,SBI,PNB,2025-07-05 21:14:08.665721,2025-07-05
TXN003383,7311,7867,2970.06,FAILED,12,AXB,HDF,2025-07-03 21:10:12.665721,2025-07-03
TXN003384,6816,9207,90.24,PENDING,,BOB,UOB,2025-07-15 04:28:34.665721,2025-07-15
TXN003385,4087,6268,9553.78,SUCCESS,,BOB,PNB,2025-06-30 06:40:54.665721,2025-06-30
TXN003386,6584,8938,3646.1,SUCCESS,,SBI,BOB,2025-07-08 13:24:55.665721,2025-07-08
TXN003387,5321,7300,1092.97,FAILED,12,SBI,HDF,2025-07-08 08:12:33.665721,2025-07-08
TXN003388,8215,4761,877.71,SUCCESS,,HDF,BOB,2025-07-02 00:29:03.665721,2025-07-02
TXN003389,4535,1420,1343.31,FAILED,01,BOB,AXB,2025-07-10 03:52:54.665721,2025-07-10
TXN003390,5550,2951,2662.56,SUCCESS,,BOB,UOB,2025-07-06 12:22:56.665721,2025-07-06
TXN003391,6492,6955,4538.43,SUCCESS,,AXB,SBI,2025-07-02 09:55:56.665721,2025-07-02
TXN003392,4328,5980,2160.35,SUCCESS,,BOB,PNB,2025-07-10 06:39:13.665721,2025-07-10
TXN003393,2438,1063,1699.26,SUCCESS,,SBI,PNB,2025-07-12 22:22:19.665721,2025-07-12
TXN003394,2147,7778,4284.36,SUCCESS,,UOB,SBI,2025-07-11 23:33:49.665721,2025-07-11
TXN003395,8415,3680,8478.84,SUCCESS,,BOB,BOB,2025-07-13 15:28:25.665721,2025-07-13
TXN003396,5677,1357,3290.29,FAILED,05,BOB,AXB,2025-07-10 08:21:24.665721,2025-07-10
TXN003397,3520,6794,8312.56,SUCCESS,,PNB,AXB,2025-07-03 01:16:17.665721,2025-07-03
TXN003398,5564,2714,2199.29,SUCCESS,,UOB,UOB,2025-07-09 16:33:18.665721,2025-07-09
TXN003399,2555,5864,1627.69,SUCCESS,,HDF,BOB,2025-07-12 02:02:41.665721,2025-07-12
TXN003400,3585,6097,3640.21,SUCCESS,,PNB,HDF,2025-07-12 01:19:10.665721,2025-07-12
TXN003401,9977,3723,8627.41,SUCCESS,,AXB,SBI,2025-07-08 10:39:22.665721,2025-07-08
TXN003402,1970,7254,3530.22,SUCCESS,,HDF,PNB,2025-07-15 16:29:01.665721,2025-07-15
TXN003403,1564,2318,2203.34,FAILED,12,AXB,AXB,2025-07-05 23:17:22.665721,2025-07-05
TXN003404,9096,4727,5866.1,FAILED,12,UOB,AXB,2025-07-16 14:28:14.665721,2025-07-16
TXN003405,2526,2397,579.43,PENDING,,UOB,PNB,2025-07-01 02:46:25.665721,2025-07-01
TXN003406,7398,2149,1080.12,SUCCESS,,PNB,UOB,2025-07-16 22:55:11.665721,2025-07-16
TXN003407,7781,7449,9496.87,SUCCESS,,BOB,PNB,2025-07-05 01:16:26.665721,2025-07-05
TXN003408,9413,7553,9692.6,SUCCESS,,BOB,UOB,2025-07-08 23:13:08.665721,2025-07-08
TXN003409,3702,4414,8186.73,SUCCESS,,UOB,UOB,2025-07-11 08:16:18.665721,2025-07-11
TXN003410,7021,2309,5842.77,SUCCESS,,AXB,SBI,2025-07-06 03:37:15.665721,2025-07-06
TXN003411,8847,1764,5839.64,SUCCESS,,AXB,SBI,2025-07-11 10:47:23.665721,2025-07-11
TXN003412,5394,5420,355.8,SUCCESS,,UOB,HDF,2025-07-12 07:48:06.665721,2025-07-12
TXN003413,5129,7207,4396.24,SUCCESS,,BOB,HDF,2025-07-09 06:10:18.665721,2025-07-09
TXN003414,8850,5145,7742.47,SUCCESS,,SBI,HDF,2025-07-06 19:31:10.665721,2025-07-06
TXN003415,1959,8254,3869.44,SUCCESS,,UOB,PNB,2025-07-08 21:28:48.665721,2025-07-08
TXN003416,2786,9934,9953.48,PENDING,,PNB,UOB,2025-07-13 01:31:22.665721,2025-07-13
TXN003417,4196,4256,8123.93,SUCCESS,,BOB,HDF,2025-07-11 17:28:50.665721,2025-07-11
TXN003418,4237,6635,893.94,PENDING,,BOB,UOB,2025-07-13 17:24:33.665721,2025-07-13
TXN003419,3392,1475,1961.32,FAILED,12,HDF,HDF,2025-07-01 19:26:43.665721,2025-07-01
TXN003420,3798,6416,5549.29,SUCCESS,,BOB,AXB,2025-07-12 03:09:33.665721,2025-07-12
TXN003421,5638,7124,171.67,SUCCESS,,SBI,PNB,2025-07-06 08:47:28.665721,2025-07-06
TXN003422,2319,9399,3515.61,SUCCESS,,HDF,PNB,2025-07-14 23:44:06.665721,2025-07-14
TXN003423,3015,1552,1965.5,FAILED,12,BOB,UOB,2025-07-02 07:36:35.665721,2025-07-02
TXN003424,7726,9208,1092.47,FAILED,12,SBI,SBI,2025-07-01 19:40:17.665721,2025-07-01
TXN003425,7025,3555,7408.63,SUCCESS,,HDF,SBI,2025-07-11 02:38:30.665721,2025-07-11
TXN003426,2282,2718,1916.42,SUCCESS,,UOB,UOB,2025-07-02 09:24:19.665721,2025-07-02
TXN003427,5024,4315,2737.75,FAILED,01,HDF,BOB,2025-07-05 00:32:08.665721,2025-07-05
TXN003428,6006,4608,7439.23,SUCCESS,,PNB,UOB,2025-07-13 21:03:09.665721,2025-07-13
TXN003429,9368,9545,685.12,FAILED,01,HDF,HDF,2025-07-10 00:21:19.665721,2025-07-10
TXN003430,5609,9212,9768.53,SUCCESS,,BOB,UOB,2025-07-08 11:05:54.665721,2025-07-08
TXN003431,6689,9101,2950.43,FAILED,05,UOB,AXB,2025-07-09 05:08:48.665721,2025-07-09
TXN003432,1671,4820,5316.07,SUCCESS,,UOB,BOB,2025-07-05 04:03:34.665721,2025-07-05
TXN003433,5747,1680,1148.01,SUCCESS,,SBI,BOB,2025-07-08 20:01:31.665721,2025-07-08
TXN003434,8178,5682,839.15,SUCCESS,,UOB,AXB,2025-07-01 23:46:31.665721,2025-07-01
TXN003435,7678,9657,8180.12,SUCCESS,,SBI,SBI,2025-07-09 13:32:37.665721,2025-07-09
TXN003436,5252,3207,9069.32,SUCCESS,,SBI,HDF,2025-07-05 14:06:43.665721,2025-07-05
TXN003437,6859,1766,1443.65,SUCCESS,,HDF,PNB,2025-07-07 16:15:47.665721,2025-07-07
TXN003438,9028,4896,4782.84,SUCCESS,,BOB,HDF,2025-07-07 11:48:27.665721,2025-07-07
TXN003439,3917,6729,9081.44,FAILED,12,AXB,SBI,2025-07-16 09:10:38.665721,2025-07-16
TXN003440,1330,2870,3515.69,SUCCESS,,AXB,UOB,2025-07-08 20:30:21.665721,2025-07-08
TXN003441,4354,8662,7066.3,SUCCESS,,UOB,UOB,2025-07-06 21:41:45.665721,2025-07-06
TXN003442,3511,3456,9944.76,SUCCESS,,PNB,SBI,2025-07-06 10:38:11.665721,2025-07-06
TXN003443,5509,7558,8864.13,SUCCESS,,HDF,PNB,2025-07-09 17:10:32.665721,2025-07-09
TXN003444,7657,3040,1893.63,FAILED,51,PNB,UOB,2025-07-01 19:22:10.665721,2025-07-01
TXN003445,1255,7410,5037.66,SUCCESS,,BOB,BOB,2025-07-01 19:15:41.665721,2025-07-01
TXN003446,8614,7991,2512.75,PENDING,,SBI,BOB,2025-07-11 23:21:08.665721,2025-07-11
TXN003447,4695,2592,2271.14,SUCCESS,,BOB,SBI,2025-07-09 14:59:53.665721,2025-07-09
TXN003448,6338,7196,2216.28,SUCCESS,,PNB,SBI,2025-07-04 22:43:00.665721,2025-07-04
TXN003449,7237,6569,141.15,SUCCESS,,UOB,PNB,2025-07-02 08:56:44.665721,2025-07-02
TXN003450,4361,5638,2572.46,SUCCESS,,PNB,UOB,2025-07-06 20:56:18.665721,2025-07-06
TXN003451,7450,2366,6908.82,SUCCESS,,BOB,UOB,2025-07-10 20:33:48.665721,2025-07-10
TXN003452,7994,1542,6512.22,SUCCESS,,UOB,AXB,2025-06-30 06:09:41.665721,2025-06-30
TXN003453,1691,4793,7379.62,SUCCESS,,BOB,HDF,2025-07-04 17:45:16.665721,2025-07-04
TXN003454,4123,8245,4149.69,SUCCESS,,UOB,HDF,2025-07-03 23:28:49.665721,2025-07-03
TXN003455,6091,4872,2319.46,SUCCESS,,HDF,PNB,2025-07-03 18:22:58.665721,2025-07-03
TXN003456,6007,7093,1076.06,SUCCESS,,AXB,AXB,2025-07-06 13:26:24.665721,2025-07-06
TXN003457,6542,2712,4163.27,SUCCESS,,PNB,UOB,2025-07-16 22:47:57.665721,2025-07-16
TXN003458,5581,6597,4111.45,SUCCESS,,AXB,SBI,2025-07-03 20:50:34.665721,2025-07-03
TXN003459,6295,3632,6417.47,SUCCESS,,HDF,UOB,2025-07-16 20:09:48.665721,2025-07-16
TXN003460,9337,3699,8992.02,FAILED,12,AXB,PNB,2025-07-15 01:39:54.665721,2025-07-15
TXN003461,1935,5365,4913.68,SUCCESS,,HDF,SBI,2025-07-10 15:12:27.665721,2025-07-10
TXN003462,7608,4934,6007.49,FAILED,51,BOB,PNB,2025-07-03 12:32:41.665721,2025-07-03
TXN003463,8989,5774,8420.95,SUCCESS,,HDF,PNB,2025-07-14 17:02:48.665721,2025-07-14
TXN003464,1821,6092,8764.97,SUCCESS,,PNB,HDF,2025-07-06 03:34:13.665721,2025-07-06
TXN003465,6044,8229,4680.44,SUCCESS,,BOB,SBI,2025-07-04 23:47:01.665721,2025-07-04
TXN003466,9495,9263,9108.62,SUCCESS,,PNB,PNB,2025-07-04 13:39:42.665721,2025-07-04
